pair_gender,pair_race,FA_gender,LA_gender,FA_race,LA_race,JIF,year,num_citations,log_num_citations,citation_rate,log_citation_rate,WC,num_cited_refs,WC_1st,Country,global_north,article_id
MM,WW,M,M,W,W,7,2010,11,2.3978952727983707,0.7857142857142857,-0.2411620568168881,Parasitology,78,Parasitology,new zealand,1,8323
MM,NW,M,M,N,W,4,2010,17,2.833213344056216,1.2142857142857142,0.1941560144409574,Virology,93,Virology,spain,1,17420
WW,WW,W,W,W,W,2,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Microbiology,131,Microbiology,usa,1,48779
MM,WW,M,M,W,W,2,2010,7,1.9459101490553132,0.5,-0.6931471805599453,"Physics, Fluids & Plasmas; Physics, Mathematical",64,"Physics, Fluids & Plasmas",usa,1,39287
WM,WW,W,M,W,W,4,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Biodiversity Conservation; Ecology; Multidisciplinary Sciences,230,Biodiversity Conservation,usa,1,2879
MM,NW,M,M,N,W,11,2010,9,2.1972245773362196,0.6428571428571429,-0.4418327522790392,Biology,75,Biology,new zealand,1,105433
MM,WW,M,M,W,W,36,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Infectious Diseases,123,Infectious Diseases,australia,1,25762
MW,WW,M,W,W,W,2,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Multidisciplinary Sciences,31,Multidisciplinary Sciences,new zealand,1,94735
WM,WW,W,M,W,W,98,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,"Medicine, General & Internal",104,"Medicine, General & Internal",australia,1,22793
MM,WW,M,M,W,W,3,2010,8,2.0794415416798357,0.5714285714285714,-0.5596157879354228,"Mathematics, Applied",41,"Mathematics, Applied",uganda,0,10529
MM,WW,M,M,W,W,2,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Biology; Mathematical & Computational Biology,25,Biology,usa,1,86335
MM,NN,M,M,N,N,3,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Infectious Diseases,16,Infectious Diseases,south korea,0,69043
MM,WW,M,M,W,W,8,2010,28,3.332204510175204,2,0.6931471805599453,Immunology; Infectious Diseases; Microbiology,40,Immunology,canada,1,3933
MM,NW,M,M,N,W,3,2010,3,1.0986122886681098,0.21428571428571427,-1.540445040947149,"Mathematics, Applied",27,"Mathematics, Applied",australia,1,10528
MM,WW,M,M,W,W,3,2010,7,1.9459101490553132,0.5,-0.6931471805599453,Biology; Ecology; Evolutionary Biology,42,Biology,usa,1,41636
MM,WW,M,M,W,W,50,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Multidisciplinary Sciences,50,Multidisciplinary Sciences,usa,1,50448
MM,NN,M,M,N,N,17,2010,8,2.0794415416798357,0.5714285714285714,-0.5596157879354228,"Physics, Multidisciplinary",87,"Physics, Multidisciplinary",usa,1,33449
MM,WW,M,M,W,W,2,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Economics; Health Care Sciences & Services; Health Policy & Services,36,Economics,united kingdom (great britain),1,67939
MM,WW,M,M,W,W,3,2010,8,2.0794415416798357,0.5714285714285714,-0.5596157879354228,Biochemical Research Methods; Mathematical & Computational Biology,41,Biochemical Research Methods,usa,1,4693
WM,WW,W,M,W,W,1,2010,3,1.0986122886681098,0.21428571428571427,-1.540445040947149,Veterinary Sciences,56,Veterinary Sciences,usa,1,5518
WM,WW,W,M,W,W,3,2010,17,2.833213344056216,1.2142857142857142,0.1941560144409574,Parasitology,72,Parasitology,australia,1,6565
WM,WW,W,M,W,W,2,2010,4,1.3862943611198906,0.2857142857142857,-1.252762968495368,Biodiversity Conservation; Ecology,62,Biodiversity Conservation,australia,1,106415
MM,WW,M,M,W,W,2,2010,25,3.218875824868201,1.7857142857142858,0.5798184952529422,Ecology,38,Ecology,germany,1,33626
MM,WW,M,M,W,W,5,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Biodiversity Conservation; Ecology,61,Biodiversity Conservation,united kingdom (great britain),1,5514
MM,WW,M,M,W,W,3,2010,22,3.091042453358316,1.5714285714285714,0.4519851237430572,Biology; Ecology; Evolutionary Biology,83,Biology,france,1,72396
WM,WW,W,M,W,W,3,2010,8,2.0794415416798357,0.5714285714285714,-0.5596157879354228,Biology; Ecology; Evolutionary Biology,52,Biology,united kingdom (great britain),1,12194
WM,WW,W,M,W,W,3,2010,20,2.995732273553991,1.4285714285714286,0.3566749439387324,Biology; Ecology; Evolutionary Biology,51,Biology,usa,1,6559
WW,WW,W,W,W,W,3,2010,11,2.3978952727983707,0.7857142857142857,-0.2411620568168881,"Psychology, Clinical",63,"Psychology, Clinical",united kingdom (great britain),1,33780
MM,WW,M,M,W,W,4,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Economics,115,Economics,usa,1,6906
MW,WW,M,W,W,W,3,2010,16,2.772588722239781,1.1428571428571428,0.13353139262452257,"Public, Environmental & Occupational Health",79,"Public, Environmental & Occupational Health",belgium,1,43808
MM,WN,M,M,W,N,5,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Biology,143,Biology,canada,1,105432
MM,WW,M,M,W,W,98,2010,7,1.9459101490553132,0.5,-0.6931471805599453,"Medicine, General & Internal",109,"Medicine, General & Internal",kenya,0,83054
MM,WW,M,M,W,W,1,2011,10,2.302585092994046,0.7692307692307693,-0.262364264467491,"Mathematics, Applied",13,"Mathematics, Applied",usa,1,14346
WM,NW,W,M,N,W,2,2010,14,2.6390573296152584,1,0,"Physics, Fluids & Plasmas; Physics, Mathematical",51,"Physics, Fluids & Plasmas",brazil,0,11447
MM,WW,M,M,W,W,2,2010,7,1.9459101490553132,0.5,-0.6931471805599453,Virology,74,Virology,usa,1,69438
MM,WW,M,M,W,W,2,2010,10,2.302585092994046,0.7142857142857143,-0.3364722366212129,Ecology,61,Ecology,usa,1,10526
MM,NW,M,M,N,W,1,2010,10,2.302585092994046,0.7142857142857143,-0.3364722366212129,Biology; Mathematical & Computational Biology,33,Biology,france,1,7562
WW,WW,W,W,W,W,2,2010,3,1.0986122886681098,0.21428571428571427,-1.540445040947149,Multidisciplinary Sciences,63,Multidisciplinary Sciences,canada,1,14880
WM,WW,W,M,W,W,31,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Genetics & Heredity,47,Genetics & Heredity,peoples r china,0,31633
WW,WW,W,W,W,W,3,2010,24,3.1780538303479458,1.7142857142857142,0.5389965007326869,Biochemical Research Methods; Mathematical & Computational Biology,64,Biochemical Research Methods,germany,1,3021
MM,NN,M,M,N,N,3,2010,15,2.70805020110221,1.0714285714285714,0.06899287148695142,Biochemical Research Methods; Mathematical & Computational Biology,37,Biochemical Research Methods,usa,1,7176
WM,WW,W,M,W,W,3,2010,27,3.295836866004329,1.9285714285714288,0.6567795363890705,Biochemical Research Methods; Mathematical & Computational Biology,50,Biochemical Research Methods,usa,1,6564
WM,WW,W,M,W,W,2,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Biochemical Research Methods; Biotechnology & Applied Microbiology; Mathematical & Computational Biology,25,Biochemical Research Methods,netherlands,1,49802
MM,WW,M,M,W,W,5,2010,7,1.9459101490553132,0.5,-0.6931471805599453,"Public, Environmental & Occupational Health",125,"Public, Environmental & Occupational Health",usa,1,74744
MM,WW,M,M,W,W,2,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Anthropology; Evolutionary Biology,58,Anthropology,usa,1,15648
WW,NW,W,W,N,W,69,2010,13,2.5649493574615367,0.9285714285714286,-0.07410797215372185,Microbiology,139,Microbiology,switzerland,1,25912
MM,WW,M,M,W,W,2,2010,11,2.3978952727983707,0.7857142857142857,-0.2411620568168881,Multidisciplinary Sciences,25,Multidisciplinary Sciences,usa,1,6111
MW,WN,M,W,W,N,11,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Ecology; Evolutionary Biology,113,Ecology,canada,1,6600
MM,WW,M,M,W,W,11,2010,12,2.4849066497880004,0.8571428571428571,-0.15415067982725836,Ecology; Evolutionary Biology,122,Ecology,united kingdom (great britain),1,45717
MW,WW,M,W,W,W,3,2011,54,3.9889840465642745,4.153846153846154,1.4240346891027378,Ecology; Zoology,210,Ecology,new zealand,1,5510
MM,NW,M,M,N,W,1,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,"Biochemical Research Methods; Biotechnology & Applied Microbiology; Computer Science, Interdisciplinary Applications; Mathematical & Computational Biology; Statistics & Probability",23,Biochemical Research Methods,peoples r china,0,4206
WW,NN,W,W,N,N,2,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Veterinary Sciences,12,Veterinary Sciences,spain,1,130468
WM,WW,W,M,W,W,4,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Biodiversity Conservation; Ecology,58,Biodiversity Conservation,australia,1,78929
MM,WW,M,M,W,W,20,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Microbiology; Parasitology; Virology,67,Microbiology,usa,1,24751
WM,NN,W,M,N,N,5,2010,10,2.302585092994046,0.7142857142857143,-0.3364722366212129,"Mathematics, Interdisciplinary Applications; Physics, Multidisciplinary; Physics, Mathematical",23,"Mathematics, Interdisciplinary Applications",peoples r china,0,8055
MM,NW,M,M,N,W,28,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Neurosciences,85,Neurosciences,spain,1,33448
WW,WW,W,W,W,W,36,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Infectious Diseases,129,Infectious Diseases,united kingdom (great britain),1,3930
MM,WN,M,M,W,N,3,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Infectious Diseases; Parasitology; Tropical Medicine,138,Infectious Diseases,usa,1,109371
MM,WW,M,M,W,W,3,2010,8,2.0794415416798357,0.5714285714285714,-0.5596157879354228,Veterinary Sciences,293,Veterinary Sciences,france,1,76220
MW,WW,M,W,W,W,1,2010,6,1.791759469228055,0.42857142857142855,-0.8472978603872037,Ecology; Zoology,58,Ecology,united kingdom (great britain),1,73167
MM,WW,M,M,W,W,3,2010,19,2.9444389791664403,1.3571428571428572,0.3053816495511819,Biochemical Research Methods; Mathematical & Computational Biology,22,Biochemical Research Methods,usa,1,49767
MW,WW,M,W,W,W,1,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Behavioral Sciences; Ecology; Zoology,71,Behavioral Sciences,usa,1,34981
MM,WW,M,M,W,W,1,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Behavioral Sciences; Ecology; Zoology,41,Behavioral Sciences,united kingdom (great britain),1,109556
MM,NN,M,M,N,N,2,2011,37,3.610917912644224,2.8461538461538463,1.0459685551826878,"Physics, Multidisciplinary",51,"Physics, Multidisciplinary",peoples r china,0,11852
WM,WW,W,M,W,W,7,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Immunology; Infectious Diseases,30,Immunology,usa,1,44202
MM,NW,M,M,N,W,96,2011,10,2.302585092994046,0.7692307692307693,-0.262364264467491,"Medicine, General & Internal",31,"Medicine, General & Internal",usa,1,45499
WW,WW,W,W,W,W,5,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Immunology; Infectious Diseases; Microbiology,37,Immunology,usa,1,84421
WM,WW,W,M,W,W,1,2011,10,2.302585092994046,0.7692307692307693,-0.262364264467491,Biology; Mathematical & Computational Biology,27,Biology,new zealand,1,2641
WM,WW,W,M,W,W,2,2011,71,4.2626798770413155,5.461538461538462,1.6977305195797787,Biology; Mathematical & Computational Biology,19,Biology,canada,1,10517
WM,WW,W,M,W,W,8,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Immunology; Infectious Diseases; Microbiology,28,Immunology,usa,1,4675
WW,WW,W,W,W,W,9,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,"Public, Environmental & Occupational Health",51,"Public, Environmental & Occupational Health",usa,1,67788
MM,WW,M,M,W,W,2,2010,13,2.5649493574615367,0.9285714285714286,-0.07410797215372185,"Mathematics, Applied; Mathematics, Interdisciplinary Applications; Mechanics",23,"Mathematics, Applied",morocco,0,43250
WW,WW,W,W,W,W,4,2011,41,3.713572066704308,3.1538461538461537,1.148622709242771,Ecology,146,Ecology,usa,1,3016
MW,WN,M,W,W,N,4,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Ecology,256,Ecology,usa,1,105286
MW,WW,M,W,W,W,4,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Ecology,49,Ecology,usa,1,107167
MM,WW,M,M,W,W,4,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Ecology,49,Ecology,usa,1,48184
WM,WW,W,M,W,W,3,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,"Public, Environmental & Occupational Health",37,"Public, Environmental & Occupational Health",united kingdom (great britain),1,37104
MM,WW,M,M,W,W,9,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Infectious Diseases,37,Infectious Diseases,australia,1,89994
WM,NW,W,M,N,W,10,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,"Medicine, General & Internal",26,"Medicine, General & Internal",france,1,70386
WM,NN,W,M,N,N,3,2011,11,2.3978952727983707,0.8461538461538461,-0.1670540846631662,Infectious Diseases; Parasitology; Tropical Medicine,74,Infectious Diseases,brazil,0,27584
MM,WW,M,M,W,W,44,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Multidisciplinary Sciences,49,Multidisciplinary Sciences,usa,1,100336
MM,WW,M,M,W,W,44,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Multidisciplinary Sciences,31,Multidisciplinary Sciences,united kingdom (great britain),1,49596
MM,WN,M,M,W,N,8,2011,13,2.5649493574615367,1,0,"Physics, Multidisciplinary",18,"Physics, Multidisciplinary",usa,1,33684
MM,WW,M,M,W,W,2,2010,13,2.5649493574615367,0.9285714285714286,-0.07410797215372185,"Physics, Fluids & Plasmas; Physics, Mathematical",23,"Physics, Fluids & Plasmas",usa,1,19125
MM,WW,M,M,W,W,2,2010,23,3.1354942159291497,1.6428571428571428,0.49643688631389105,"Physics, Fluids & Plasmas; Physics, Mathematical",28,"Physics, Fluids & Plasmas",usa,1,11444
MM,WW,M,M,W,W,2,2011,23,3.1354942159291497,1.7692307692307692,0.5705448584676129,"Physics, Fluids & Plasmas; Physics, Mathematical",15,"Physics, Fluids & Plasmas",usa,1,11437
MM,WW,M,M,W,W,4,2011,9,2.1972245773362196,0.6923076923076923,-0.3677247801253174,"Public, Environmental & Occupational Health",34,"Public, Environmental & Occupational Health",usa,1,89650
WM,WW,W,M,W,W,4,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Virology,48,Virology,united kingdom (great britain),1,83666
MM,WN,M,M,W,N,1,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,"Public, Environmental & Occupational Health; Tropical Medicine",63,"Public, Environmental & Occupational Health",usa,1,18253
MM,WW,M,M,W,W,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Virology,47,Virology,france,1,75631
MM,WW,M,M,W,W,2,2011,19,2.9444389791664403,1.4615384615384617,0.3794896217049037,Multidisciplinary Sciences,59,Multidisciplinary Sciences,italy,1,3014
MM,WW,M,M,W,W,2,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Veterinary Sciences,60,Veterinary Sciences,austria,1,8954
MM,WW,M,M,W,W,2,2011,4,1.3862943611198906,0.3076923076923077,-1.1786549963416462,Veterinary Sciences,30,Veterinary Sciences,germany,1,6556
MM,WW,M,M,W,W,1,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Statistics & Probability,10,Statistics & Probability,usa,1,13235
MM,WW,M,M,W,W,4,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,"Biochemical Research Methods; Biotechnology & Applied Microbiology; Computer Science, Interdisciplinary Applications; Mathematical & Computational Biology; Statistics & Probability",16,Biochemical Research Methods,france,1,55704
MM,NN,M,M,N,N,6,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Evolutionary Biology,30,Evolutionary Biology,usa,1,50320
WM,WW,W,M,W,W,1,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Veterinary Sciences,77,Veterinary Sciences,usa,1,22092
MM,WN,M,M,W,N,2,2011,64,4.1588830833596715,4.923076923076923,1.5939337258981352,Multidisciplinary Sciences,25,Multidisciplinary Sciences,vietnam,0,3916
WM,WW,W,M,W,W,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,"Mathematics, Applied",7,"Mathematics, Applied",united kingdom (great britain),1,56183
MW,WN,M,W,W,N,98,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,"Medicine, General & Internal",78,"Medicine, General & Internal",thailand,0,44238
WM,WW,W,M,W,W,1,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Ecology; Evolutionary Biology; Genetics & Heredity,50,Ecology,united kingdom (great britain),1,5509
MM,WW,M,M,W,W,1,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Biology; Mathematical & Computational Biology,9,Biology,usa,1,68605
MM,WN,M,M,W,N,3,2011,11,2.3978952727983707,0.8461538461538461,-0.1670540846631662,Ecology,64,Ecology,netherlands,1,22091
WM,WW,W,M,W,W,96,2011,34,3.5263605246161616,2.6153846153846154,0.9614111671546248,"Medicine, General & Internal",20,"Medicine, General & Internal",canada,1,49495
MM,WW,M,M,W,W,3,2011,11,2.3978952727983707,0.8461538461538461,-0.1670540846631662,Biochemical Research Methods; Mathematical & Computational Biology,61,Biochemical Research Methods,usa,1,6103
MM,NW,M,M,N,W,3,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Biochemical Research Methods; Mathematical & Computational Biology,60,Biochemical Research Methods,usa,1,5501
MM,WN,M,M,W,N,1,2010,5,1.6094379124341005,0.35714285714285715,-1.029619417181158,Statistics & Probability,17,Statistics & Probability,usa,1,18367
MM,WW,M,M,W,W,9,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Multidisciplinary Sciences,95,Multidisciplinary Sciences,usa,1,43807
MM,WW,M,M,W,W,3,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Immunology; Infectious Diseases; Virology,28,Immunology,united kingdom (great britain),1,135034
MW,NN,M,W,N,N,2,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Biology; Mathematical & Computational Biology,25,Biology,brazil,0,41471
MM,WW,M,M,W,W,45,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Biochemistry & Molecular Biology; Cell Biology,246,Biochemistry & Molecular Biology,switzerland,1,20813
MM,WW,M,M,W,W,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Ecology; Marine & Freshwater Biology,106,Ecology,united kingdom (great britain),1,83743
WM,WW,W,M,W,W,2,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Multidisciplinary Sciences,116,Multidisciplinary Sciences,usa,1,104999
MW,WW,M,W,W,W,3,2011,4,1.3862943611198906,0.3076923076923077,-1.1786549963416462,Biology; Ecology; Evolutionary Biology,59,Biology,usa,1,85981
WM,NW,W,M,N,W,2,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Multidisciplinary Sciences,75,Multidisciplinary Sciences,peoples r china,0,67913
MM,WW,M,M,W,W,5,2011,4,1.3862943611198906,0.3076923076923077,-1.1786549963416462,Biodiversity Conservation; Ecology,26,Biodiversity Conservation,united kingdom (great britain),1,8539
WM,WW,W,M,W,W,5,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Biodiversity Conservation; Ecology,41,Biodiversity Conservation,usa,1,79780
WM,WW,W,M,W,W,1,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Biology; Mathematical & Computational Biology,41,Biology,netherlands,1,5491
WW,NW,W,W,N,W,1,2011,2,0.6931471805599453,0.15384615384615383,-1.8718021769015911,"Chemistry, Physical; Materials Science, Multidisciplinary; Physics, Applied; Polymer Science",35,"Chemistry, Physical",italy,1,4202
MM,WW,M,M,W,W,98,2011,18,2.8903717578961645,1.3846153846153846,0.32542240043462795,"Medicine, General & Internal",139,"Medicine, General & Internal",usa,1,16749
MM,WW,M,M,W,W,8,2011,33,3.49650756146648,2.5384615384615383,0.9315582040049436,Immunology; Infectious Diseases; Microbiology,37,Immunology,united kingdom (great britain),1,3908
MM,WW,M,M,W,W,3,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Infectious Diseases; Parasitology; Tropical Medicine,21,Infectious Diseases,usa,1,114747
MM,WW,M,M,W,W,3,2011,4,1.3862943611198906,0.3076923076923077,-1.1786549963416462,Biochemical Research Methods; Mathematical & Computational Biology,53,Biochemical Research Methods,united kingdom (great britain),1,76164
MM,WW,M,M,W,W,3,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Biochemical Research Methods; Mathematical & Computational Biology,49,Biochemical Research Methods,usa,1,6102
WM,WN,W,M,W,N,1,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Zoology,79,Zoology,usa,1,115221
MM,WN,M,M,W,N,2,2011,4,1.3862943611198906,0.3076923076923077,-1.1786549963416462,Multidisciplinary Sciences,31,Multidisciplinary Sciences,australia,1,7159
MM,NN,M,M,N,N,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Multidisciplinary Sciences,47,Multidisciplinary Sciences,south korea,0,13228
MM,NN,M,M,N,N,10,2011,25,3.218875824868201,1.9230769230769231,0.653926467406664,"Environmental Sciences; Public, Environmental & Occupational Health; Toxicology",103,Environmental Sciences,usa,1,3907
MM,WW,M,M,W,W,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,"Mechanics; Physics, Mathematical",43,Mechanics,brazil,0,11422
MM,WW,M,M,W,W,10,2011,11,2.3978952727983707,0.8461538461538461,-0.1670540846631662,Biodiversity Conservation; Ecology; Environmental Sciences,77,Biodiversity Conservation,spain,1,48861
MM,WW,M,M,W,W,4,2011,15,2.70805020110221,1.1538461538461535,0.14310084364067324,"Immunology; Medicine, Research & Experimental",40,Immunology,united kingdom (great britain),1,3912
MM,WW,M,M,W,W,2,2011,14,2.6390573296152584,1.0769230769230769,0.074107972153721835,Multidisciplinary Sciences,28,Multidisciplinary Sciences,usa,1,7555
MM,WW,M,M,W,W,36,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Infectious Diseases,35,Infectious Diseases,thailand,0,2866
MW,WN,M,W,W,N,9,2011,86,4.454347296253507,6.615384615384615,1.889397938791971,Multidisciplinary Sciences,33,Multidisciplinary Sciences,usa,1,2343
MM,WW,M,M,W,W,1,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,"Mathematical & Computational Biology; Public, Environmental & Occupational Health; Medical Informatics; Medicine, Research & Experimental; Statistics & Probability",30,Mathematical & Computational Biology,australia,1,4199
MW,WW,M,W,W,W,5,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Biochemistry & Molecular Biology; Ecology; Evolutionary Biology,65,Biochemistry & Molecular Biology,australia,1,49050
MW,NN,M,W,N,N,2,2011,14,2.6390573296152584,1.0769230769230769,0.074107972153721835,"Computer Science, Artificial Intelligence; Computer Science, Information Systems",48,"Computer Science, Artificial Intelligence",peoples r china,0,11417
MM,WN,M,M,W,N,98,2011,25,3.218875824868201,1.9230769230769231,0.653926467406664,"Medicine, General & Internal",34,"Medicine, General & Internal",usa,1,35338
MW,NN,M,W,N,N,8,2011,25,3.218875824868201,1.9230769230769231,0.653926467406664,Genetics & Heredity,37,Genetics & Heredity,spain,1,50191
MM,WW,M,M,W,W,3,2011,12,2.4849066497880004,0.9230769230769232,-0.08004270767353637,Multidisciplinary Sciences,29,Multidisciplinary Sciences,united kingdom (great britain),1,3902
MW,WW,M,W,W,W,3,2011,12,2.4849066497880004,0.9230769230769232,-0.08004270767353637,Multidisciplinary Sciences,51,Multidisciplinary Sciences,usa,1,5490
MM,WW,M,M,W,W,3,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Multidisciplinary Sciences,16,Multidisciplinary Sciences,united kingdom (great britain),1,2341
MW,WW,M,W,W,W,3,2011,21,3.044522437723423,1.6153846153846154,0.4795730802618863,Biology; Ecology; Evolutionary Biology,46,Biology,united kingdom (great britain),1,3901
WM,WW,W,M,W,W,3,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Ecology,52,Ecology,netherlands,1,5489
MM,WW,M,M,W,W,16,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Ecology; Evolutionary Biology; Genetics & Heredity,96,Ecology,usa,1,6099
MM,WW,M,M,W,W,3,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Statistics & Probability,22,Statistics & Probability,usa,1,34652
MM,WW,M,M,W,W,26,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Immunology,204,Immunology,usa,1,31585
MM,WW,M,M,W,W,31,2011,12,2.4849066497880004,0.9230769230769232,-0.08004270767353637,Genetics & Heredity,38,Genetics & Heredity,usa,1,49138
WM,WW,W,M,W,W,3,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Biochemical Research Methods; Mathematical & Computational Biology,58,Biochemical Research Methods,canada,1,86621
MM,NW,M,M,N,W,2,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Multidisciplinary Sciences,21,Multidisciplinary Sciences,usa,1,69513
MM,NW,M,M,N,W,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Multidisciplinary Sciences,45,Multidisciplinary Sciences,australia,1,76458
MM,WW,M,M,W,W,2,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,Ecology; Evolutionary Biology,43,Ecology,usa,1,72395
MM,NN,M,M,N,N,2,2011,21,3.044522437723423,1.6153846153846154,0.4795730802618863,Biology; Mathematical & Computational Biology,35,Biology,india,0,14338
MM,WW,M,M,W,W,2,2011,15,2.70805020110221,1.1538461538461535,0.14310084364067324,Multidisciplinary Sciences,63,Multidisciplinary Sciences,italy,1,2640
WM,WW,W,M,W,W,3,2011,12,2.4849066497880004,0.9230769230769232,-0.08004270767353637,"Public, Environmental & Occupational Health",130,"Public, Environmental & Occupational Health",canada,1,4657
MM,WW,M,M,W,W,3,2011,5,1.6094379124341005,0.38461538461538464,-0.9555114450274363,"Public, Environmental & Occupational Health",29,"Public, Environmental & Occupational Health",australia,1,6877
MM,WW,M,M,W,W,7,2011,72,4.276666119016055,5.538461538461538,1.7117167615545186,Immunology; Infectious Diseases,15,Immunology,usa,1,24212
MM,WW,M,M,W,W,4,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Economics; Health Care Sciences & Services; Health Policy & Services; Pharmacology & Pharmacy,72,Economics,united kingdom (great britain),1,3919
WM,WW,W,M,W,W,2,2011,16,2.772588722239781,1.2307692307692308,0.20763936477824457,Multidisciplinary Sciences,62,Multidisciplinary Sciences,usa,1,4196
WM,WW,W,M,W,W,3,2011,6,1.791759469228055,0.4615384615384616,-0.7731898882334817,Infectious Diseases,27,Infectious Diseases,usa,1,7732
WM,WW,W,M,W,W,7,2011,8,2.0794415416798357,0.6153846153846154,-0.4855078157817008,Ecology,43,Ecology,germany,1,18469
MM,NW,M,M,N,W,1,2011,11,2.3978952727983707,0.8461538461538461,-0.1670540846631662,Biology; Mathematical & Computational Biology,40,Biology,belgium,1,7552
WW,WW,W,W,W,W,9,2011,7,1.9459101490553132,0.5384615384615384,-0.6190392084062235,Multidisciplinary Sciences,30,Multidisciplinary Sciences,usa,1,95014
