WoS Source UT,WoS Citing UT,WoS Times Cited
WOS:000575124400003,WOS:000793191200004,
WOS:000575124400003,WOS:000791506000001,1
WOS:000575124400003,WOS:000791048300001,11
WOS:000575124400003,WOS:000744962900019,
WOS:000575124400003,WOS:000778807500001,
WOS:000575124400003,WOS:000780361600001,2
WOS:000575124400003,WOS:000778006900001,
WOS:000575124400003,WOS:000720749600091,14
WOS:000575124400003,WOS:000769158400003,
WOS:000575124400003,WOS:000767244000001,1
WOS:000575124400003,WOS:000769117400001,1
WOS:000575124400003,WOS:000764099500001,
WOS:000575124400003,WOS:000735309500164,29
WOS:000575124400003,WOS:000755002800007,1
WOS:000575124400003,WOS:000743139000022,2
WOS:000575124400003,WOS:000755762900014,5
WOS:000575124400003,WOS:000749604400061,2
WOS:000575124400003,WOS:000749984400002,6
WOS:000575124400003,WOS:000750504800002,2
WOS:000575124400003,WOS:000744156200002,1
WOS:000575124400003,WOS:000685248200051,2
WOS:000575124400003,WOS:000686111200024,6
WOS:000575124400003,WOS:000748940400032,5
WOS:000575124400003,WOS:000740510500125,6
WOS:000575124400003,WOS:000746438400004,13
WOS:000575124400003,WOS:000744511600001,3
WOS:000575124400003,WOS:000741311200001,
WOS:000575124400003,WOS:000737711500001,
WOS:000575124400003,WOS:000735207100017,1
WOS:000575124400003,WOS:000729234900013,1
WOS:000575124400003,WOS:000733845200012,28
WOS:000575124400003,WOS:000727351300001,
WOS:000575124400003,WOS:000725037900001,2
WOS:000575124400003,WOS:000722475000002,5
WOS:000575124400003,WOS:000722207600003,42
WOS:000575124400003,WOS:000673058300001,45
WOS:000575124400003,WOS:000720725000010,
WOS:000575124400003,WOS:000720436900005,3
WOS:000575124400003,WOS:000717729000006,111
WOS:000575124400003,WOS:000718019600001,2
WOS:000575124400003,WOS:000712270900008,6
WOS:000575124400003,WOS:000716472500001,12
WOS:000575124400003,WOS:000716623800001,1
WOS:000575124400003,WOS:000715250100003,5
WOS:000575124400003,WOS:000712305600006,1
WOS:000575124400003,WOS:000710881700001,
WOS:000575124400003,WOS:000707112500016,44
WOS:000575124400003,WOS:000708077300002,46
WOS:000575124400003,WOS:000705857500012,3
WOS:000575124400003,WOS:000704860300005,22
WOS:000575124400003,WOS:000703621500002,3
WOS:000575124400003,WOS:000702641900006,
WOS:000575124400003,WOS:000703091100028,19
WOS:000575124400003,WOS:000701895500039,2
WOS:000575124400003,WOS:000698627000012,5
WOS:000575124400003,WOS:000697111600003,14
WOS:000575124400003,WOS:000698426900001,13
WOS:000575124400003,WOS:000697848000001,1
WOS:000575124400003,WOS:000692157500015,57
WOS:000575124400003,WOS:000696265900006,3
WOS:000575124400003,WOS:000695508800001,
WOS:000575124400003,WOS:000693837600001,9
WOS:000575124400003,WOS:000691676600010,2
WOS:000575124400003,WOS:000691236300008,3
WOS:000575124400003,WOS:000689590500001,1
WOS:000575124400003,WOS:000904617400003,8
WOS:000575124400003,WOS:000687294200001,3
WOS:000575124400003,WOS:000685209200026,2
WOS:000575124400003,WOS:000677379400001,19
WOS:000575124400003,WOS:000678448300001,
WOS:000575124400003,WOS:000672154900004,60
WOS:000575124400003,WOS:000671791200009,2
WOS:000575124400003,WOS:000669494300001,
WOS:000575124400003,WOS:000663719900017,9
WOS:000575124400003,WOS:000666747100006,32
WOS:000575124400003,WOS:000667592700002,4
WOS:000575124400003,WOS:000661324500008,2
WOS:000575124400003,WOS:000661966700005,11
WOS:000575124400003,WOS:000659036400003,5
WOS:000575124400003,WOS:000660072900001,1
WOS:000575124400003,WOS:000659963300001,5
WOS:000575124400003,WOS:000658736700011,11
WOS:000575124400003,WOS:000660198600004,10
WOS:000575124400003,WOS:000653046300001,3
WOS:000575124400003,WOS:000656475100002,11
WOS:000575124400003,WOS:000647813600026,149
WOS:000575124400003,WOS:000652192000001,2
WOS:000575124400003,WOS:000646765900013,2
WOS:000575124400003,WOS:000639017600045,4
WOS:000575124400003,WOS:000641246000001,4
WOS:000575124400003,WOS:000647827000003,7
WOS:000575124400003,WOS:000638979300001,14
WOS:000575124400003,WOS:000638288200008,16
WOS:000575124400003,WOS:000635258700001,
WOS:000575124400003,WOS:000626342600002,6
WOS:000575124400003,WOS:000627499000012,18
WOS:000575124400003,WOS:000629810200001,23
WOS:000575124400003,WOS:000626361900001,27
WOS:000575124400003,WOS:000625491800005,2
WOS:000575124400003,WOS:000627897500001,47
WOS:000575124400003,WOS:000621657700027,6
WOS:000575124400003,WOS:000615122400020,18
WOS:000575124400003,WOS:000621430900001,20
WOS:000575124400003,WOS:000614609300017,25
WOS:000575124400003,WOS:000611241800001,15
WOS:000575124400003,WOS:000608272400001,1
WOS:000575124400003,WOS:000595838000001,64
WOS:000575124400003,WOS:000582328600005,73
WOS:000419959800012,WOS:000919589300003,
WOS:000419959800012,WOS:000920104000001,
WOS:000419959800012,WOS:000909309800029,1
WOS:000419959800012,WOS:000892912400010,
WOS:000419959800012,WOS:000892432700003,
WOS:000419959800012,WOS:000894137900001,4
WOS:000419959800012,WOS:000890256700016,
WOS:000419959800012,WOS:000891721400001,
WOS:000419959800012,WOS:000889428300011,
WOS:000419959800012,WOS:000888337800010,2
WOS:000419959800012,WOS:000886205000003,
WOS:000419959800012,WOS:000888085100001,
WOS:000419959800012,WOS:000886515700017,1
WOS:000419959800012,WOS:000885572000001,
WOS:000419959800012,WOS:000878918400001,
WOS:000419959800012,WOS:000869726600007,
WOS:000419959800012,WOS:000869430400001,1
WOS:000419959800012,WOS:000862212800001,
WOS:000419959800012,WOS:000859996800018,
WOS:000419959800012,WOS:000847638700001,1
WOS:000419959800012,WOS:000847255300001,
WOS:000419959800012,WOS:000846852800001,
WOS:000419959800012,WOS:000842617800001,3
WOS:000419959800012,WOS:000837793300016,
WOS:000419959800012,WOS:000837630500001,
WOS:000419959800012,WOS:000835491700002,
WOS:000419959800012,WOS:000701498800001,1
WOS:000419959800012,WOS:000832498000001,
WOS:000419959800012,WOS:000829224200003,
WOS:000419959800012,WOS:000829224200002,
WOS:000419959800012,WOS:000827449500004,2
WOS:000419959800012,WOS:000828164200001,
WOS:000419959800012,WOS:000823209300015,2
WOS:000419959800012,WOS:000822561500025,2
WOS:000419959800012,WOS:000822555800005,1
WOS:000419959800012,WOS:000820119400031,1
WOS:000419959800012,WOS:000809441100098,1
WOS:000419959800012,WOS:000818990100015,1
WOS:000419959800012,WOS:000809696400026,
WOS:000419959800012,WOS:000809538500001,2
WOS:000419959800012,WOS:000807085200004,1
WOS:000419959800012,WOS:000807085200005,1
WOS:000419959800012,WOS:000805556500001,
WOS:000419959800012,WOS:000807278900001,
WOS:000419959800012,WOS:000795708000005,12
WOS:000419959800012,WOS:000800403900001,
WOS:000419959800012,WOS:000799411000001,
WOS:000419959800012,WOS:000797152800001,
WOS:000419959800012,WOS:000781886800001,
WOS:000419959800012,WOS:000792880400001,3
WOS:000419959800012,WOS:000792074200001,1
WOS:000419959800012,WOS:000777259700013,1
WOS:000419959800012,WOS:000779305300010,1
WOS:000419959800012,WOS:000780815100002,1
WOS:000419959800012,WOS:000780723500001,2
WOS:000419959800012,WOS:000780149300001,2
WOS:000419959800012,WOS:000776894100001,
WOS:000419959800012,WOS:000775503800017,
WOS:000419959800012,WOS:000771816000001,6
WOS:000419959800012,WOS:000769860400001,1
WOS:000419959800012,WOS:000768424100002,1
WOS:000419959800012,WOS:000770421900009,8
WOS:000419959800012,WOS:000766512300001,
WOS:000419959800012,WOS:000767434800001,
WOS:000419959800012,WOS:000765006800002,
WOS:000419959800012,WOS:000760333800006,13
WOS:000419959800012,WOS:000767124800001,1
WOS:000419959800012,WOS:000763016000001,1
WOS:000419959800012,WOS:000760061700001,
WOS:000419959800012,WOS:000757641900001,
WOS:000419959800012,WOS:000754897600008,7
WOS:000419959800012,WOS:000752564100003,24
WOS:000419959800012,WOS:000753175900001,
WOS:000419959800012,WOS:000742403300015,3
WOS:000419959800012,WOS:000750653000001,4
WOS:000419959800012,WOS:000749207600001,
WOS:000419959800012,WOS:000744324400001,8
WOS:000419959800012,WOS:000746183500001,4
WOS:000419959800012,WOS:000745746700001,
WOS:000419959800012,WOS:000741565900004,
WOS:000419959800012,WOS:000737308200015,2
WOS:000419959800012,WOS:000734935600011,
WOS:000419959800012,WOS:000734096100001,2
WOS:000419959800012,WOS:000732579900001,
WOS:000419959800012,WOS:000729151200008,2
WOS:000419959800012,WOS:000730092600001,1
WOS:000419959800012,WOS:000723869600006,1
WOS:000419959800012,WOS:000725770600007,9
WOS:000419959800012,WOS:000725070900001,
WOS:000419959800012,WOS:000725679200012,3
WOS:000419959800012,WOS:000723582100002,1
WOS:000419959800012,WOS:000719565900005,3
WOS:000419959800012,WOS:000719272500039,
WOS:000419959800012,WOS:000712459300014,
WOS:000419959800012,WOS:000718374600003,5
WOS:000419959800012,WOS:000709746800009,8
WOS:000419959800012,WOS:000715097800011,4
WOS:000419959800012,WOS:000714698800003,1
WOS:000419959800012,WOS:000711788900001,4
WOS:000419959800012,WOS:000708440500025,5
WOS:000419959800012,WOS:000710979700001,
WOS:000419959800012,WOS:000707452100004,1
WOS:000419959800012,WOS:000708507500003,2
WOS:000419959800012,WOS:000708244100001,
WOS:000419959800012,WOS:000704354000006,1
WOS:000419959800012,WOS:000702866500004,
WOS:000419959800012,WOS:000697738200001,
WOS:000419959800012,WOS:000690556700001,5
WOS:000419959800012,WOS:000689613300001,
WOS:000419959800012,WOS:000685320700001,
WOS:000419959800012,WOS:000680403400006,1
WOS:000419959800012,WOS:000684821100001,3
WOS:000419959800012,WOS:000682948500007,4
WOS:000419959800012,WOS:000683571800019,
WOS:000419959800012,WOS:000681636400001,5
WOS:000419959800012,WOS:000669506100013,8
WOS:000419959800012,WOS:000674466600021,3
WOS:000419959800012,WOS:000674466600020,8
WOS:000419959800012,WOS:000674466600010,17
WOS:000419959800012,WOS:000675131700001,
WOS:000419959800012,WOS:000672000000009,1
WOS:000419959800012,WOS:000665574000008,
WOS:000419959800012,WOS:000672561700012,3
WOS:000419959800012,WOS:000668981400003,
WOS:000419959800012,WOS:000669374500018,4
WOS:000419959800012,WOS:000669134100001,3
WOS:000419959800012,WOS:000668852200001,15
WOS:000419959800012,WOS:000663332600006,2
WOS:000419959800012,WOS:000667738700007,2
WOS:000419959800012,WOS:000662235200004,9
WOS:000419959800012,WOS:000646741100007,10
WOS:000419959800012,WOS:000646741100013,21
WOS:000419959800012,WOS:000647143600008,6
WOS:000419959800012,WOS:000646354900001,3
WOS:000419959800012,WOS:000642406300001,28
WOS:000419959800012,WOS:000639188200046,4
WOS:000419959800012,WOS:000647827100007,7
WOS:000419959800012,WOS:000642340100008,66
WOS:000419959800012,WOS:000638529600001,11
WOS:000419959800012,WOS:000637338100013,
WOS:000419959800012,WOS:000641118300001,1
WOS:000419959800012,WOS:000635565100008,2
WOS:000419959800012,WOS:000634555300017,2
WOS:000419959800012,WOS:000636180900004,2
WOS:000419959800012,WOS:000627866800001,7
WOS:000419959800012,WOS:000630154700006,13
WOS:000419959800012,WOS:000629122700003,
WOS:000419959800012,WOS:000630110800001,3
WOS:000419959800012,WOS:000632158100001,1
WOS:000419959800012,WOS:000630627800001,2
WOS:000419959800012,WOS:000631444000001,4
WOS:000419959800012,WOS:000630467900006,10
WOS:000419959800012,WOS:000628252400001,5
WOS:000419959800012,WOS:000627348000001,
WOS:000419959800012,WOS:000623777700001,3
WOS:000419959800012,WOS:000612286000016,6
WOS:000419959800012,WOS:000612549900020,3
WOS:000419959800012,WOS:000612275500012,3
WOS:000419959800012,WOS:000612275500025,8
WOS:000419959800012,WOS:000612275500009,4
WOS:000419959800012,WOS:000619442100038,7
WOS:000419959800012,WOS:000618808500005,
WOS:000419959800012,WOS:000616148300003,19
WOS:000419959800012,WOS:000611315900001,3
WOS:000419959800012,WOS:000606284100001,25
WOS:000419959800012,WOS:000607027600006,1
WOS:000419959800012,WOS:000606482100001,22
WOS:000419959800012,WOS:000605378900001,
WOS:000419959800012,WOS:000603390200001,3
WOS:000419959800012,WOS:000600694200006,7
WOS:000419959800012,WOS:000600600000011,2
WOS:000419959800012,WOS:000561259100001,36
WOS:000419959800012,WOS:000559467000001,8
WOS:000419959800012,WOS:000533352800001,
WOS:000419959800012,WOS:000512049000005,3
WOS:000419959800012,WOS:000454020900010,6
WOS:000419959800012,WOS:000597060000001,5
WOS:000419959800012,WOS:000592128200006,6
WOS:000419959800012,WOS:000596731500003,10
WOS:000419959800012,WOS:000592602400001,
WOS:000419959800012,WOS:000593569000001,3
WOS:000419959800012,WOS:000588775200030,
WOS:000419959800012,WOS:000580051200038,2
WOS:000419959800012,WOS:000583221900038,9
WOS:000419959800012,WOS:000584585500017,5
WOS:000419959800012,WOS:000580997100017,7
WOS:000419959800012,WOS:000580216900001,2
WOS:000419959800012,WOS:000576276400001,10
WOS:000419959800012,WOS:000574391700003,68
WOS:000419959800012,WOS:000573607200007,1
WOS:000419959800012,WOS:000577131600010,22
WOS:000419959800012,WOS:000569215300023,9
WOS:000419959800012,WOS:000564285600003,18
WOS:000419959800012,WOS:000561264100008,29
WOS:000419959800012,WOS:000559668700001,4
WOS:000419959800012,WOS:000558768100025,11
WOS:000419959800012,WOS:000557595300001,4
WOS:000419959800012,WOS:000555469400006,12
WOS:000419959800012,WOS:000550247200004,2
WOS:000419959800012,WOS:000546313200010,20
WOS:000419959800012,WOS:000545082100001,16
WOS:000419959800012,WOS:000542741100001,2
WOS:000419959800012,WOS:000541142000011,22
WOS:000419959800012,WOS:000540448800036,1
WOS:000419959800012,WOS:000540366100002,8
WOS:000419959800012,WOS:000539099900011,59
WOS:000419959800012,WOS:000538509000001,5
WOS:000419959800012,WOS:000537859600007,15
WOS:000419959800012,WOS:000534271500009,3
WOS:000419959800012,WOS:000530579700009,5
WOS:000419959800012,WOS:000528204800012,7
WOS:000419959800012,WOS:000527837000002,8
WOS:000419959800012,WOS:000527917700015,17
WOS:000419959800012,WOS:000527917700042,4
WOS:000419959800012,WOS:000526801300001,37
WOS:000419959800012,WOS:000526651800003,60
WOS:000419959800012,WOS:000521571800003,8
WOS:000419959800012,WOS:000521593400004,10
WOS:000419959800012,WOS:000521268800001,11
WOS:000419959800012,WOS:000520599500015,21
WOS:000419959800012,WOS:000519758100011,34
WOS:000419959800012,WOS:000523923400001,5
WOS:000419959800012,WOS:000512455500027,3
WOS:000419959800012,WOS:000507376100018,26
WOS:000419959800012,WOS:000505188200014,22
WOS:000419959800012,WOS:000504224100001,17
WOS:000419959800012,WOS:000505646000001,2
WOS:000419959800012,WOS:000828691000028,2
WOS:000419959800012,WOS:000501392200081,69
WOS:000419959800012,WOS:000501226200001,5
WOS:000419959800012,WOS:000500791900024,25
WOS:000419959800012,WOS:000500423100001,
WOS:000419959800012,WOS:000498326200001,2
WOS:000419959800012,WOS:000497991500027,11
WOS:000419959800012,WOS:000497909400007,91
WOS:000419959800012,WOS:000501997200001,
WOS:000419959800012,WOS:000497222400001,11
WOS:000419959800012,WOS:000494897400001,2
WOS:000419959800012,WOS:000489314800014,5
WOS:000419959800012,WOS:000493399500028,138
WOS:000419959800012,WOS:000491702000001,24
WOS:000419959800012,WOS:000488978200003,40
WOS:000419959800012,WOS:000488330800001,6
WOS:000419959800012,WOS:000488322900022,1
WOS:000419959800012,WOS:000488003400003,7
WOS:000419959800012,WOS:000486388900006,2
WOS:000419959800012,WOS:000486960700001,10
WOS:000419959800012,WOS:000486091600033,7
WOS:000419959800012,WOS:000486011100011,6
WOS:000419959800012,WOS:000488401600001,27
WOS:000419959800012,WOS:000485031400001,26
WOS:000419959800012,WOS:000483753900026,104
WOS:000419959800012,WOS:000483740400001,40
WOS:000419959800012,WOS:000483911400003,7
WOS:000419959800012,WOS:000483416600005,4
WOS:000419959800012,WOS:000483072300001,11
WOS:000419959800012,WOS:000482544600005,10
WOS:000419959800012,WOS:000486144000022,2
WOS:000419959800012,WOS:000480219300001,6
WOS:000419959800012,WOS:000477073100008,
WOS:000419959800012,WOS:000475495900001,21
WOS:000419959800012,WOS:000472785700001,21
WOS:000419959800012,WOS:000472703300022,18
WOS:000419959800012,WOS:000472064800005,14
WOS:000419959800012,WOS:000472250900001,13
WOS:000419959800012,WOS:000472548400001,4
WOS:000419959800012,WOS:000518529900006,2
WOS:000419959800012,WOS:000470946100008,7
WOS:000419959800012,WOS:000469962800010,23
WOS:000419959800012,WOS:000469156600035,28
WOS:000419959800012,WOS:000468014300052,4
WOS:000419959800012,WOS:000468087100004,53
WOS:000419959800012,WOS:000467784000013,2
WOS:000419959800012,WOS:000467577800011,
WOS:000419959800012,WOS:000645469200046,20
WOS:000419959800012,WOS:000465303500004,41
WOS:000419959800012,WOS:000464479000022,22
WOS:000419959800012,WOS:000462868100002,17
WOS:000419959800012,WOS:000461407900012,7
WOS:000419959800012,WOS:000460661000017,31
WOS:000419959800012,WOS:000460418300006,1
WOS:000419959800012,WOS:000459999500006,54
WOS:000419959800012,WOS:000460953400013,9
WOS:000419959800012,WOS:000459259300001,3
WOS:000419959800012,WOS:000456356100058,9
WOS:000419959800012,WOS:000461293400014,16
WOS:000419959800012,WOS:000456001600001,4
WOS:000419959800012,WOS:000454162100002,4
WOS:000419959800012,WOS:000452792200001,3
WOS:000419959800012,WOS:000449973800001,122
WOS:000419959800012,WOS:000452919800004,10
WOS:000419959800012,WOS:000443385100007,84
WOS:000419959800012,WOS:000429133800006,668
WOS:000419959800012,WOS:000449516700003,94
WOS:000419959800012,WOS:000458679700003,10
WOS:000419959800012,WOS:000446486700001,43
WOS:000419959800012,WOS:000446816000008,4
WOS:000419959800012,WOS:000445693000004,5
WOS:000419959800012,WOS:000445169200027,12
WOS:000419959800012,WOS:000442642300006,30
WOS:000419959800012,WOS:000446646600002,1
WOS:000419959800012,WOS:000441280500031,18
WOS:000419959800012,WOS:000438620000004,12
WOS:000419959800012,WOS:000435473100013,63
WOS:000419959800012,WOS:000434302800008,5
WOS:000419959800012,WOS:000434302800006,1
WOS:000419959800012,WOS:000431958200007,102
WOS:000419959800012,WOS:000425108500005,8
WOS:000419959800012,WOS:000616128300020,74
WOS:000419959800012,WOS:000616128300009,45
WOS:000419959800012,WOS:000419959800001,5
WOS:000828206100001,WOS:000896807700001,
WOS:000828206100001,WOS:000856267500001,
WOS:000652171800001,WOS:000768447300015,55
WOS:000652171800001,WOS:000920725300001,
WOS:000652171800001,WOS:000929193500001,
WOS:000652171800001,WOS:000922293700008,
WOS:000652171800001,WOS:000920648800015,
WOS:000652171800001,WOS:000906986000013,
WOS:000652171800001,WOS:000923745200001,
WOS:000652171800001,WOS:000919809600013,2
WOS:000652171800001,WOS:000917096300028,
WOS:000652171800001,WOS:000919726900002,
WOS:000652171800001,WOS:000921909900001,
WOS:000652171800001,WOS:000922263400001,
WOS:000652171800001,WOS:000923720000001,
WOS:000652171800001,WOS:000920258800004,
WOS:000652171800001,WOS:000919724300001,
WOS:000652171800001,WOS:000915316800002,
WOS:000652171800001,WOS:000914162900009,7
WOS:000652171800001,WOS:000916316800001,
WOS:000652171800001,WOS:000915789000019,3
WOS:000652171800001,WOS:000904992800001,
WOS:000652171800001,WOS:000905519000008,
WOS:000652171800001,WOS:000916884200001,
WOS:000652171800001,WOS:000914007700001,
WOS:000652171800001,WOS:000910888200003,
WOS:000652171800001,WOS:000898807700006,
WOS:000652171800001,WOS:000892100100089,1
WOS:000652171800001,WOS:000907881400001,
WOS:000652171800001,WOS:000906353200001,
WOS:000652171800001,WOS:000892255200043,
WOS:000652171800001,WOS:000905304600004,2
WOS:000652171800001,WOS:000905494000003,
WOS:000652171800001,WOS:000901049200001,
WOS:000652171800001,WOS:000906106500001,
WOS:000652171800001,WOS:000898579300001,
WOS:000652171800001,WOS:000904549200003,
WOS:000652171800001,WOS:000898568400032,2
WOS:000652171800001,WOS:000899819000001,3
WOS:000652171800001,WOS:000904900300001,
WOS:000652171800001,WOS:000876491300011,14
WOS:000652171800001,WOS:000898771900006,1
WOS:000652171800001,WOS:000902488400001,
WOS:000652171800001,WOS:000893659600009,
WOS:000652171800001,WOS:000900461100001,
WOS:000652171800001,WOS:000899645200001,
WOS:000652171800001,WOS:000895095600011,
WOS:000652171800001,WOS:000892368200032,
WOS:000652171800001,WOS:000888863200007,3
WOS:000652171800001,WOS:000894702000001,
WOS:000652171800001,WOS:000895347300001,2
WOS:000652171800001,WOS:000888445500006,2
WOS:000652171800001,WOS:000891258900014,
WOS:000652171800001,WOS:000887913700001,1
WOS:000652171800001,WOS:000889385700003,
WOS:000652171800001,WOS:000885543100038,
WOS:000652171800001,WOS:000888197300005,2
WOS:000652171800001,WOS:000889726200001,
WOS:000652171800001,WOS:000887392100001,
WOS:000652171800001,WOS:000885172100070,2
WOS:000652171800001,WOS:000888051400001,
WOS:000652171800001,WOS:000888941600001,
WOS:000652171800001,WOS:000886481800001,
WOS:000652171800001,WOS:000884289600001,1
WOS:000652171800001,WOS:000881574700002,9
WOS:000652171800001,WOS:000881798600001,
WOS:000652171800001,WOS:000883206500001,
WOS:000652171800001,WOS:000882168000001,
WOS:000652171800001,WOS:000883919300001,
WOS:000652171800001,WOS:000883783200002,
WOS:000652171800001,WOS:000880410500014,33
WOS:000652171800001,WOS:000878764600006,
WOS:000652171800001,WOS:000868453400008,
WOS:000652171800001,WOS:000878074700002,
WOS:000652171800001,WOS:000877912000001,
WOS:000652171800001,WOS:000878664300001,6
WOS:000652171800001,WOS:000729468100006,4
WOS:000652171800001,WOS:000873703100001,
WOS:000652171800001,WOS:000874890500006,5
WOS:000652171800001,WOS:000877040700005,1
WOS:000652171800001,WOS:000876540200001,2
WOS:000652171800001,WOS:000877406900001,
WOS:000652171800001,WOS:000874515700003,
WOS:000652171800001,WOS:000875011600001,1
WOS:000652171800001,WOS:000870542000001,
WOS:000652171800001,WOS:000870232200004,
WOS:000652171800001,WOS:000871285900001,
WOS:000652171800001,WOS:000869713100007,
WOS:000652171800001,WOS:000863185600005,1
WOS:000652171800001,WOS:000831180700015,3
WOS:000652171800001,WOS:000869374100002,
WOS:000652171800001,WOS:000867312100009,1
WOS:000652171800001,WOS:000867875800002,11
WOS:000652171800001,WOS:000868401600001,
WOS:000652171800001,WOS:000868720600001,
WOS:000652171800001,WOS:000867811700001,1
WOS:000652171800001,WOS:000868397700001,
WOS:000652171800001,WOS:000864500000011,
WOS:000652171800001,WOS:000866152000020,8
WOS:000652171800001,WOS:000866849300001,
WOS:000652171800001,WOS:000865214200002,
WOS:000652171800001,WOS:000866933500001,
WOS:000652171800001,WOS:000866958000001,1
WOS:000652171800001,WOS:000866028600001,
WOS:000652171800001,WOS:000863475100005,35
WOS:000652171800001,WOS:000864014700001,
WOS:000652171800001,WOS:000864317200005,1
WOS:000652171800001,WOS:000864707200002,1
WOS:000652171800001,WOS:000859598300006,4
WOS:000652171800001,WOS:000862635400001,7
WOS:000652171800001,WOS:000862334700005,2
WOS:000652171800001,WOS:000862575700005,
WOS:000652171800001,WOS:000861054000007,3
WOS:000652171800001,WOS:000861960400001,
WOS:000652171800001,WOS:000859948800022,
WOS:000652171800001,WOS:000860003400001,1
WOS:000652171800001,WOS:000859021700002,16
WOS:000652171800001,WOS:000856759200001,
WOS:000652171800001,WOS:000856881700001,10
WOS:000652171800001,WOS:000835334000006,12
WOS:000652171800001,WOS:000800509800001,7
WOS:000652171800001,WOS:000853458200001,1
WOS:000652171800001,WOS:000852709600001,1
WOS:000652171800001,WOS:000853058700001,1
WOS:000652171800001,WOS:000850526900011,
WOS:000652171800001,WOS:000849835800001,
WOS:000652171800001,WOS:000850016600001,7
WOS:000652171800001,WOS:000849694700001,5
WOS:000652171800001,WOS:000849870600001,2
WOS:000652171800001,WOS:000848491500001,2
WOS:000652171800001,WOS:000846946100008,3
WOS:000652171800001,WOS:000848321400001,1
WOS:000652171800001,WOS:000848338800001,
WOS:000652171800001,WOS:000830679100015,26
WOS:000652171800001,WOS:000844761600006,
WOS:000652171800001,WOS:000844796200004,4
WOS:000652171800001,WOS:000830421600014,67
WOS:000652171800001,WOS:000843988300001,
WOS:000652171800001,WOS:000844886700001,2
WOS:000652171800001,WOS:000844229800010,27
WOS:000652171800001,WOS:000843400300002,14
WOS:000652171800001,WOS:000843212900001,
WOS:000652171800001,WOS:000840662700001,2
WOS:000652171800001,WOS:000840113500001,2
WOS:000652171800001,WOS:000840866200002,5
WOS:000652171800001,WOS:000837676000001,3
WOS:000652171800001,WOS:000834268900001,2
WOS:000652171800001,WOS:000830587200008,56
WOS:000652171800001,WOS:000834278000001,
WOS:000652171800001,WOS:000832629900003,5
WOS:000652171800001,WOS:000826955000003,
WOS:000652171800001,WOS:000834347300005,1
WOS:000652171800001,WOS:000832150200001,2
WOS:000652171800001,WOS:000832071100001,5
WOS:000652171800001,WOS:000828703800007,6
WOS:000652171800001,WOS:000830258800009,4
WOS:000652171800001,WOS:000829331000002,1
WOS:000652171800001,WOS:000829743800001,45
WOS:000652171800001,WOS:000830442100001,
WOS:000652171800001,WOS:000829159000001,
WOS:000652171800001,WOS:000828773300001,1
WOS:000652171800001,WOS:000825352700002,1
WOS:000652171800001,WOS:000827717700013,6
WOS:000652171800001,WOS:000825327600002,1
WOS:000652171800001,WOS:000821510300009,68
WOS:000652171800001,WOS:000826878300001,1
WOS:000652171800001,WOS:000812974000002,3
WOS:000652171800001,WOS:000823566700001,2
WOS:000652171800001,WOS:000821081500009,37
WOS:000652171800001,WOS:000822632700002,25
WOS:000652171800001,WOS:000820185200007,1
WOS:000652171800001,WOS:000821789500001,3
WOS:000652171800001,WOS:000820251300017,24
WOS:000652171800001,WOS:000819468800003,4
WOS:000652171800001,WOS:000820646300001,
WOS:000652171800001,WOS:000819583900001,6
WOS:000652171800001,WOS:000809441100100,4
WOS:000652171800001,WOS:000819913400001,1
WOS:000652171800001,WOS:000813345700010,41
WOS:000652171800001,WOS:000818749400001,2
WOS:000652171800001,WOS:000817460100001,
WOS:000652171800001,WOS:000816499900001,
WOS:000652171800001,WOS:000814739800001,
WOS:000652171800001,WOS:000814529500001,11
WOS:000652171800001,WOS:000811467200002,1
WOS:000652171800001,WOS:000807854600001,
WOS:000652171800001,WOS:000806214900014,2
WOS:000652171800001,WOS:000806214900010,4
WOS:000652171800001,WOS:000807452700019,3
WOS:000652171800001,WOS:000807452700020,1
WOS:000652171800001,WOS:000806208900001,3
WOS:000652171800001,WOS:000805300100001,
WOS:000652171800001,WOS:000805303200001,100
WOS:000652171800001,WOS:000804834700001,3
WOS:000652171800001,WOS:000803932200001,23
WOS:000652171800001,WOS:000804103400001,1
WOS:000652171800001,WOS:000800630800001,7
WOS:000652171800001,WOS:000802498500001,
WOS:000652171800001,WOS:000792480406026,
WOS:000652171800001,WOS:000800978300002,10
WOS:000652171800001,WOS:000800978300001,
WOS:000652171800001,WOS:000802311300001,97
WOS:000652171800001,WOS:000800734100002,1
WOS:000652171800001,WOS:000799938700046,
WOS:000652171800001,WOS:000801082700003,1
WOS:000652171800001,WOS:000800646200003,3
WOS:000652171800001,WOS:000799100300001,1
WOS:000652171800001,WOS:000800045000022,20
WOS:000652171800001,WOS:000797877100001,1
WOS:000652171800001,WOS:000797712200001,4
WOS:000652171800001,WOS:000797147300005,
WOS:000652171800001,WOS:000796316800001,2
WOS:000652171800001,WOS:000795663200006,38
WOS:000652171800001,WOS:000792698000006,6
WOS:000652171800001,WOS:000794933600001,1
WOS:000652171800001,WOS:000796027600001,5
WOS:000652171800001,WOS:000794797100001,2
WOS:000652171800001,WOS:000794172600001,10
WOS:000652171800001,WOS:000792288500002,5
WOS:000652171800001,WOS:000792296100007,1
WOS:000652171800001,WOS:000791355100001,1
WOS:000652171800001,WOS:000790971000002,2
WOS:000652171800001,WOS:000789634900011,
WOS:000652171800001,WOS:000790775900002,1
